sig_or_ran	sig_TCP_type	database	all_prot	GS	sig_prot	hit	p-value	hit_prot_list
ran715	pos	TSgene	14397	878	8	3	0.0007887973147813148	{'ZBTB16', 'CREBBP', 'CDKN1A'}
ran715	pos	uniprot(tumor_suppressor)	14397	658	8	2	0.004478262947036506	{'UBE2I', 'MEOX2'}
ran715	neg	TTD	14397	464	20	2	0.025222307234422946	{'TP53', 'CREBBP'}
ran715	neg	uniprot(oncogene)	14397	1408	20	12	2.8539671168394796e-09	{'REL', 'TRAF1', 'SMAD3', 'BRCA1', 'UBE2I', 'FHL2', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A', 'RELA'}
ran716	pos	TSgene	14397	878	19	5	0.0006899291106404128	{'VIM', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran716	pos	uniprot(tumor_suppressor)	14397	658	19	4	0.0013375784772908517	{'UBE2I', 'MEOX2', 'TP53', 'MTUS2'}
ran716	neg	TTD	14397	464	13	2	0.007474175261657429	{'TP53', 'CREBBP'}
ran716	neg	uniprot(oncogene)	14397	1408	13	8	3.966267021927778e-07	{'SMAD3', 'VIM', 'BRCA1', 'UBE2I', 'CREBBP', 'TP53', 'NCOA1', 'CDKN1A'}
ran717	pos	TSgene	14397	878	21	6	0.00016723654492798077	{'PIAS1', 'BRCA1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran717	pos	uniprot(tumor_suppressor)	14397	658	21	8	1.4774795043242462e-07	{'MEOX2', 'MTUS2', 'PIAS1', 'SETDB1', 'TRAF2', 'BRCA1', 'UBE2I', 'TP53'}
ran717	neg	TTD	14397	464	19	2	0.021952297609847144	{'TP53', 'CREBBP'}
ran717	neg	uniprot(oncogene)	14397	1408	19	10	2.713638212861005e-07	{'REL', 'SMAD3', 'BRCA1', 'UBE2I', 'FHL2', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A', 'RELA'}
ran718	pos	TSgene	14397	878	14	5	9.938950648043422e-05	{'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran718	pos	uniprot(tumor_suppressor)	14397	658	14	5	1.9524567288258006e-05	{'MEOX2', 'UBE2I', 'ESR1', 'TP53', 'RELA'}
ran718	neg	TTD	14397	464	17	5	9.922976142699748e-06	{'EGFR', 'ESR1', 'CREBBP', 'TP53', 'AR'}
ran718	neg	uniprot(oncogene)	14397	1408	17	12	1.1621806373859421e-10	{'REL', 'EGFR', 'SMAD3', 'BRCA1', 'EP300', 'UBE2I', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A'}
ran719	pos	TSgene	14397	878	18	8	3.3041272231401796e-07	{'KAT5', 'VIM', 'BRCA1', 'ESR1', 'CREBBP', 'TCF4', 'TP53', 'CDKN1A'}
ran719	pos	uniprot(tumor_suppressor)	14397	658	18	8	2.7661789310327592e-08	{'MEOX2', 'MTUS2', 'KAT5', 'BRCA1', 'UBE2I', 'ESR1', 'TCF4', 'TP53'}
ran719	neg	TTD	14397	464	19	2	0.021952297609847144	{'TP53', 'CREBBP'}
ran719	neg	uniprot(oncogene)	14397	1408	19	11	1.9188589407324713e-08	{'REL', 'TRAF1', 'SMAD3', 'VIM', 'BRCA1', 'UBE2I', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran720	pos	TSgene	14397	878	24	7	5.668199941911388e-05	{'KAT5', 'BRCA1', 'ESR1', 'CREBBP', 'TCF4', 'ZBTB16', 'CDKN1A'}
ran720	pos	uniprot(tumor_suppressor)	14397	658	24	9	4.072836114507303e-08	{'MEOX2', 'KAT5', 'BRCA1', 'TRAF2', 'UBE2I', 'ESR1', 'TCF4', 'EP300', 'RELA'}
ran720	neg	TTD	14397	464	23	3	0.005795520563778639	{'ESR1', 'CREBBP', 'AR'}
ran720	neg	uniprot(oncogene)	14397	1408	23	12	3.176950645197172e-08	{'REL', 'TRAF1', 'LZTS2', 'SMAD3', 'UBE2I', 'ESR1', 'CREBBP', 'TCF4', 'ZBTB16', 'AR', 'CDKN1A', 'RELA'}
ran721	pos	TSgene	14397	878	14	4	0.0010505723717795423	{'TP53', 'ESR1', 'CREBBP', 'CDKN1A'}
ran721	pos	uniprot(tumor_suppressor)	14397	658	14	5	1.9524567288258006e-05	{'MEOX2', 'UBE2I', 'ESR1', 'TP53', 'RELA'}
ran721	neg	TTD	14397	464	18	2	0.018929582595518794	{'TP53', 'CREBBP'}
ran721	neg	uniprot(oncogene)	14397	1408	18	10	1.2536763441298842e-07	{'REL', 'SMAD3', 'VIM', 'BRCA1', 'UBE2I', 'FHL2', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran722	pos	TSgene	14397	878	13	6	3.800184203118752e-06	{'VIM', 'BRCA1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran722	pos	uniprot(tumor_suppressor)	14397	658	13	4	0.0001860530279332558	{'UBE2I', 'MEOX2', 'BRCA1', 'TP53'}
ran722	neg	TTD	14397	464	12	3	0.0004290293305516408	{'TP53', 'CREBBP', 'AR'}
ran722	neg	uniprot(oncogene)	14397	1408	12	7	2.8352024652232947e-06	{'SMAD3', 'UBE2I', 'CREBBP', 'TP53', 'AR', 'CDKN1A', 'RELA'}
ran723	pos	TSgene	14397	878	16	6	2.154024543447283e-05	{'PIAS1', 'BRCA1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran723	pos	uniprot(tumor_suppressor)	14397	658	16	5	4.812686792820542e-05	{'MEOX2', 'PIAS1', 'BRCA1', 'UBE2I', 'TP53'}
ran723	neg	TTD	14397	464	19	3	0.0028084358496072263	{'TP53', 'MYC', 'CREBBP'}
ran723	neg	uniprot(oncogene)	14397	1408	19	11	1.9188589407324713e-08	{'REL', 'TRAF1', 'SMAD3', 'MYC', 'UBE2I', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A', 'PIN1'}
ran724	pos	TSgene	14397	878	6	2	0.003932787763033967	{'CREBBP', 'CDKN1A'}
ran724	pos	uniprot(tumor_suppressor)	14397	658	6	2	0.0017134184157693612	{'UBE2I', 'MEOX2'}
ran724	neg	TTD	14397	464	21	4	0.0004514024461686368	{'ESR1', 'TP53', 'AR', 'CREBBP'}
ran724	neg	uniprot(oncogene)	14397	1408	21	14	2.0525966833160282e-11	{'REL', 'SMAD3', 'VIM', 'BRCA1', 'JUN', 'UBE2I', 'FHL2', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'RELA'}
ran725	pos	TSgene	14397	878	13	5	5.987966913825061e-05	{'BRCA1', 'ESR1', 'CREBBP', 'TP53', 'CDKN1A'}
ran725	pos	uniprot(tumor_suppressor)	14397	658	13	6	5.442981341140663e-07	{'MEOX2', 'BRCA1', 'TRAF2', 'UBE2I', 'ESR1', 'TP53'}
ran725	neg	TTD	14397	464	15	2	0.011335896981570462	{'CREBBP', 'AR'}
ran725	neg	uniprot(oncogene)	14397	1408	15	10	7.10599264951663e-09	{'REL', 'TRAF1', 'SMAD3', 'UBE2I', 'CREBBP', 'TCF4', 'ZBTB16', 'AR', 'CDKN1A', 'RELA'}
ran726	pos	TSgene	14397	878	8	3	0.0007887973147813148	{'TP53', 'CREBBP', 'CDKN1A'}
ran726	pos	uniprot(tumor_suppressor)	14397	658	8	3	0.000261187643145583	{'UBE2I', 'MEOX2', 'TP53'}
ran726	neg	TTD	14397	464	11	1	0.04702573497287245	{'TP53'}
ran726	neg	uniprot(oncogene)	14397	1408	11	6	1.9527523356050183e-05	{'TRAF1', 'SMAD3', 'UBE2I', 'TCF4', 'TP53', 'CDKN1A'}
ran727	pos	TSgene	14397	878	7	3	0.0004144035848945416	{'CREBBP', 'CDKN1A', 'PIN1'}
ran727	pos	uniprot(tumor_suppressor)	14397	658	7	3	0.00013549669282917595	{'UBE2I', 'MEOX2', 'PIN1'}
ran727	neg	TTD	14397	464	10	2	0.0033700872987153644	{'CREBBP', 'AR'}
ran727	neg	uniprot(oncogene)	14397	1408	10	6	7.759048553974358e-06	{'SMAD3', 'UBE2I', 'CREBBP', 'AR', 'CDKN1A', 'RELA'}
ran728	pos	TSgene	14397	878	11	5	1.7924205468946978e-05	{'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran728	pos	uniprot(tumor_suppressor)	14397	658	11	4	7.210032708179427e-05	{'UBE2I', 'MEOX2', 'TP53', 'TCF4'}
ran728	neg	TTD	14397	464	10	3	0.0001916204798897136	{'TP53', 'CREBBP', 'EGFR'}
ran728	neg	uniprot(oncogene)	14397	1408	10	6	7.759048553974358e-06	{'EGFR', 'SMAD3', 'UBE2I', 'CREBBP', 'TP53', 'CDKN1A'}
ran729	pos	TSgene	14397	878	16	6	2.154024543447283e-05	{'BRCA1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran729	pos	uniprot(tumor_suppressor)	14397	658	16	8	7.069448720591616e-09	{'MEOX2', 'MTUS2', 'BRCA1', 'TRAF2', 'UBE2I', 'TCF4', 'TP53', 'RELA'}
ran729	neg	TTD	14397	464	11	4	1.3388179474127876e-05	{'TP53', 'ESR1', 'CREBBP', 'AR'}
ran729	neg	uniprot(oncogene)	14397	1408	11	8	3.6626190399533504e-08	{'REL', 'SMAD3', 'UBE2I', 'ESR1', 'CREBBP', 'TP53', 'AR', 'CDKN1A'}
ran730	pos	TSgene	14397	878	24	10	4.885639804924911e-08	{'PIAS1', 'VIM', 'BRCA1', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'IKZF3', 'CDKN1A', 'PIN1'}
ran730	pos	uniprot(tumor_suppressor)	14397	658	24	9	4.072836114507303e-08	{'MEOX2', 'PIAS1', 'DAXX', 'PIN1', 'BRCA1', 'UBE2I', 'ESR1', 'TP53', 'RELA'}
ran730	neg	TTD	14397	464	11	2	0.004523819719885822	{'TP53', 'CREBBP'}
ran730	neg	uniprot(oncogene)	14397	1408	11	7	1.03420581005908e-06	{'SMAD3', 'BRCA1', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran731	pos	TSgene	14397	878	12	4	0.00046048553772546166	{'TP53', 'ESR1', 'CREBBP', 'CDKN1A'}
ran731	pos	uniprot(tumor_suppressor)	14397	658	12	5	6.500080034812936e-06	{'MEOX2', 'MTUS2', 'UBE2I', 'ESR1', 'TP53'}
ran731	neg	TTD	14397	464	6	1	0.014264514572918125	{'CREBBP'}
ran731	neg	uniprot(oncogene)	14397	1408	6	4	4.900290123183734e-05	{'SMAD3', 'CREBBP', 'CDKN1A', 'UBE2I'}
ran732	pos	TSgene	14397	878	20	7	1.2083513836385366e-05	{'BRCA1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'IKZF3', 'CDKN1A'}
ran732	pos	uniprot(tumor_suppressor)	14397	658	20	8	8.798435570243381e-08	{'MEOX2', 'MTUS2', 'LZTS2', 'BRCA1', 'UBE2I', 'TCF4', 'TP53', 'RELA'}
ran732	neg	TTD	14397	464	27	5	0.00018042067040276188	{'EGFR', 'MYC', 'ESR1', 'CREBBP', 'TP53'}
ran732	neg	uniprot(oncogene)	14397	1408	27	18	6.0341285013206e-14	{'REL', 'EGFR', 'LZTS2', 'SMAD3', 'DAXX', 'VIM', 'BRCA1', 'PIN1', 'MYC', 'UBE2I', 'FHL2', 'ESR1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A', 'RELA'}
ran733	pos	TSgene	14397	878	17	5	0.0003496249139809331	{'BRCA1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran733	pos	uniprot(tumor_suppressor)	14397	658	17	6	5.252398616965054e-06	{'MEOX2', 'MTUS2', 'BRCA1', 'UBE2I', 'TP53', 'EP300'}
ran733	neg	TTD	14397	464	14	3	0.0008241842032266667	{'ESR1', 'CREBBP', 'EGFR'}
ran733	neg	uniprot(oncogene)	14397	1408	14	9	5.3791461742633986e-08	{'REL', 'EGFR', 'SMAD3', 'FOS', 'UBE2I', 'ESR1', 'CREBBP', 'ZBTB16', 'CDKN1A'}
ran734	pos	TSgene	14397	878	14	7	4.004823911445899e-07	{'VIM', 'BRCA1', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran734	pos	uniprot(tumor_suppressor)	14397	658	14	5	1.9524567288258006e-05	{'MEOX2', 'BRCA1', 'UBE2I', 'ESR1', 'TP53'}
ran734	neg	TTD	14397	464	11	2	0.004523819719885822	{'TP53', 'AR'}
ran734	neg	uniprot(oncogene)	14397	1408	11	8	3.6626190399533504e-08	{'SMAD3', 'BRCA1', 'UBE2I', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'RELA'}
ran735	pos	TSgene	14397	878	12	4	0.00046048553772546166	{'ZBTB16', 'CREBBP', 'TCF4', 'CDKN1A'}
ran735	pos	uniprot(tumor_suppressor)	14397	658	12	4	0.0001189576464024374	{'UBE2I', 'MEOX2', 'TCF4', 'RELA'}
ran735	neg	TTD	14397	464	15	3	0.0010954580068114688	{'TP53', 'CREBBP', 'AR'}
ran735	neg	uniprot(oncogene)	14397	1408	15	10	7.10599264951663e-09	{'REL', 'PIAS1', 'SMAD3', 'UBE2I', 'CREBBP', 'ZBTB16', 'PIAS2', 'TP53', 'AR', 'CDKN1A'}
ran736	pos	TSgene	14397	878	15	7	8.122379745433531e-07	{'VIM', 'BRCA1', 'ESR1', 'CREBBP', 'TP53', 'CDKN1A', 'PIN1'}
ran736	pos	uniprot(tumor_suppressor)	14397	658	15	8	3.2234523739186826e-09	{'MEOX2', 'SUMO1', 'PIN1', 'BRCA1', 'UBE2I', 'ESR1', 'TP53', 'RELA'}
ran736	neg	TTD	14397	464	14	3	0.0008241842032266667	{'TP53', 'CREBBP', 'AR'}
ran736	neg	uniprot(oncogene)	14397	1408	14	10	2.079709570000665e-09	{'REL', 'SMAD3', 'BRCA1', 'UBE2I', 'FHL2', 'CREBBP', 'TP53', 'AR', 'CDKN1A', 'RELA'}
ran737	pos	TSgene	14397	878	14	4	0.0010505723717795423	{'ZBTB16', 'CREBBP', 'CDKN1A', 'TP53'}
ran737	pos	uniprot(tumor_suppressor)	14397	658	14	4	0.00027856883940931076	{'UBE2I', 'MEOX2', 'TP53', 'RELA'}
ran737	neg	TTD	14397	464	13	3	0.0006039984761435359	{'TP53', 'CREBBP', 'AR'}
ran737	neg	uniprot(oncogene)	14397	1408	13	9	1.685449590467479e-08	{'REL', 'VIM', 'EP300', 'UBE2I', 'CREBBP', 'TCF4', 'TP53', 'AR', 'CDKN1A'}
ran738	pos	TSgene	14397	878	19	5	0.0006899291106404128	{'BRCA1', 'CREBBP', 'ZBTB16', 'CDKN1A', 'PIN1'}
ran738	pos	uniprot(tumor_suppressor)	14397	658	19	6	1.2559128808338466e-05	{'MEOX2', 'SETDB1', 'PIN1', 'BRCA1', 'UBE2I', 'RELA'}
ran738	neg	TTD	14397	464	8	1	0.025513406137052844	{'TP53'}
ran738	neg	uniprot(oncogene)	14397	1408	8	5	2.038426529621829e-05	{'SMAD3', 'UBE2I', 'ZBTB16', 'TP53', 'CDKN1A'}
ran739	pos	TSgene	14397	878	10	3	0.002144141465523117	{'TP53', 'CREBBP', 'CDKN1A'}
ran739	pos	uniprot(tumor_suppressor)	14397	658	10	3	0.0007280116101006655	{'UBE2I', 'MEOX2', 'TP53'}
ran739	neg	TTD	14397	464	18	3	0.00227446195616126	{'TP53', 'CREBBP', 'MYC'}
ran739	neg	uniprot(oncogene)	14397	1408	18	11	7.762605285561804e-09	{'REL', 'TRAF1', 'SMAD3', 'BRCA1', 'MYC', 'UBE2I', 'FHL2', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran740	pos	TSgene	14397	878	17	5	0.0003496249139809331	{'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran740	pos	uniprot(tumor_suppressor)	14397	658	17	6	5.252398616965054e-06	{'MEOX2', 'MTUS2', 'TRAF2', 'UBE2I', 'ESR1', 'TP53'}
ran740	neg	TTD	14397	464	21	2	0.028739147706186012	{'TP53', 'CREBBP'}
ran740	neg	uniprot(oncogene)	14397	1408	21	14	2.0525966833160282e-11	{'REL', 'TRAF1', 'CDKN1A', 'SMAD3', 'VIM', 'PIN1', 'BRCA1', 'UBE2I', 'FHL2', 'CREBBP', 'ZBTB16', 'TP53', 'EP300', 'RELA'}
ran741	pos	TSgene	14397	878	28	8	2.695603324444542e-05	{'PIAS1', 'KAT5', 'BRCA1', 'CREBBP', 'ZBTB16', 'TP53', 'IKZF3', 'CDKN1A'}
ran741	pos	uniprot(tumor_suppressor)	14397	658	28	10	1.7634793349347386e-08	{'MEOX2', 'PIAS1', 'LZTS2', 'SETDB1', 'DAXX', 'KAT5', 'BRCA1', 'UBE2I', 'TP53', 'RELA'}
ran741	neg	TTD	14397	464	16	4	0.0001107182555978131	{'TP53', 'CREBBP', 'AR', 'MYC'}
ran741	neg	uniprot(oncogene)	14397	1408	16	10	2.072015322358944e-08	{'REL', 'SMAD3', 'MYC', 'UBE2I', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'AR', 'CDKN1A'}
ran742	pos	TSgene	14397	878	23	8	4.206750950706394e-06	{'KAT5', 'VIM', 'BRCA1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran742	pos	uniprot(tumor_suppressor)	14397	658	23	8	3.782495558062254e-07	{'MEOX2', 'MTUS2', 'KAT5', 'BRCA1', 'UBE2I', 'TCF4', 'TP53', 'RELA'}
ran742	neg	TTD	14397	464	14	1	0.07304894935171836	{'TP53'}
ran742	neg	uniprot(oncogene)	14397	1408	14	6	0.00015579867759502215	{'REL', 'UBE2I', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran743	pos	TSgene	14397	878	16	4	0.0020694897865619166	{'ZBTB16', 'CREBBP', 'TP53', 'CDKN1A'}
ran743	pos	uniprot(tumor_suppressor)	14397	658	16	5	4.812686792820542e-05	{'MEOX2', 'MTUS2', 'EGFR', 'UBE2I', 'TP53'}
ran743	neg	TTD	14397	464	9	2	0.0024165472530489267	{'TP53', 'CREBBP'}
ran743	neg	uniprot(oncogene)	14397	1408	9	6	2.5437999178141017e-06	{'SMAD3', 'UBE2I', 'CREBBP', 'TP53', 'CDKN1A', 'RELA'}
ran744	pos	TSgene	14397	878	17	5	0.0003496249139809331	{'VIM', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran744	pos	uniprot(tumor_suppressor)	14397	658	17	4	0.0007680096809334261	{'UBE2I', 'MEOX2', 'TP53', 'RELA'}
ran744	neg	TTD	14397	464	17	3	0.0018147779142926776	{'TP53', 'CREBBP', 'AR'}
ran744	neg	uniprot(oncogene)	14397	1408	17	11	2.8413853149246175e-09	{'REL', 'SMAD3', 'BRCA1', 'UBE2I', 'FHL2', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'RELA'}
ran745	pos	TSgene	14397	878	14	4	0.0010505723717795423	{'TP53', 'VIM', 'CREBBP', 'CDKN1A'}
ran745	pos	uniprot(tumor_suppressor)	14397	658	14	4	0.00027856883940931076	{'UBE2I', 'MEOX2', 'TP53', 'RELA'}
ran745	neg	TTD	14397	464	14	2	0.009287809186985444	{'TP53', 'CREBBP'}
ran745	neg	uniprot(oncogene)	14397	1408	14	8	1.0137301350219763e-06	{'REL', 'SMAD3', 'UBE2I', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran746	pos	TSgene	14397	878	9	3	0.0013514416969124471	{'ZBTB16', 'TP53', 'CDKN1A'}
ran746	pos	uniprot(tumor_suppressor)	14397	658	9	3	0.0004531526388944912	{'UBE2I', 'MEOX2', 'TP53'}
ran746	neg	TTD	14397	464	19	3	0.0028084358496072263	{'TP53', 'AR', 'CREBBP'}
ran746	neg	uniprot(oncogene)	14397	1408	19	11	1.9188589407324713e-08	{'REL', 'TRAF1', 'SMAD3', 'VIM', 'BRCA1', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A'}
ran747	pos	TSgene	14397	878	6	1	0.047283016108214615	{'CDKN1A'}
ran747	pos	uniprot(tumor_suppressor)	14397	658	6	2	0.0017134184157693612	{'UBE2I', 'MEOX2'}
ran747	neg	TTD	14397	464	15	3	0.0010954580068114688	{'TP53', 'CREBBP', 'AR'}
ran747	neg	uniprot(oncogene)	14397	1408	15	11	2.5197026823985496e-10	{'REL', 'TRAF1', 'SMAD3', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'NCOA1', 'CDKN1A', 'RELA'}
ran748	pos	TSgene	14397	878	9	3	0.0013514416969124471	{'TP53', 'CREBBP', 'CDKN1A'}
ran748	pos	uniprot(tumor_suppressor)	14397	658	9	4	2.1231398437751177e-05	{'UBE2I', 'MEOX2', 'TRAF2', 'TP53'}
ran748	neg	TTD	14397	464	13	4	3.534875298279883e-05	{'TP53', 'ESR1', 'CREBBP', 'AR'}
ran748	neg	uniprot(oncogene)	14397	1408	13	9	1.685449590467479e-08	{'SMAD3', 'UBE2I', 'FHL2', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A'}
ran749	pos	TSgene	14397	878	14	6	7.199886015215958e-06	{'BRCA1', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran749	pos	uniprot(tumor_suppressor)	14397	658	14	5	1.9524567288258006e-05	{'MEOX2', 'BRCA1', 'UBE2I', 'ESR1', 'TP53'}
ran749	neg	TTD	14397	464	14	2	0.009287809186985444	{'TP53', 'CREBBP'}
ran749	neg	uniprot(oncogene)	14397	1408	14	9	5.3791461742633986e-08	{'REL', 'SMAD3', 'UBE2I', 'FHL2', 'CREBBP', 'TCF4', 'TP53', 'CDKN1A', 'RELA'}
ran750	pos	TSgene	14397	878	23	7	3.991058610590928e-05	{'TSG101', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A', 'PIN1'}
ran750	pos	uniprot(tumor_suppressor)	14397	658	23	9	2.476834254184015e-08	{'MEOX2', 'MTUS2', 'DAXX', 'PIN1', 'UBE2I', 'TCF4', 'TP53', 'EP300', 'RELA'}
ran750	neg	TTD	14397	464	13	3	0.0006039984761435359	{'TP53', 'CREBBP', 'AR'}
ran750	neg	uniprot(oncogene)	14397	1408	13	10	4.891388556744041e-10	{'SMAD3', 'TSG101', 'UBE2I', 'FHL2', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'NCOA1', 'CDKN1A'}
ran751	pos	TSgene	14397	878	21	7	1.847907891326027e-05	{'ESR1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'IKZF3', 'CDKN1A'}
ran751	pos	uniprot(tumor_suppressor)	14397	658	21	9	8.299562725588364e-09	{'MEOX2', 'MTUS2', 'SETDB1', 'TRAF2', 'UBE2I', 'ESR1', 'TCF4', 'TP53', 'RELA'}
ran751	neg	TTD	14397	464	26	3	0.009068808359263993	{'ESR1', 'TP53', 'CREBBP'}
ran751	neg	uniprot(oncogene)	14397	1408	26	17	4.400442916735351e-13	{'REL', 'TRAF1', 'PIAS1', 'LZTS2', 'SMAD3', 'DAXX', 'KAT5', 'TSG101', 'UBE2I', 'ESR1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'NCOA1', 'CDKN1A', 'RELA'}
ran752	pos	TSgene	14397	878	12	3	0.00458142047730011	{'ZBTB16', 'TP53', 'CDKN1A'}
ran752	pos	uniprot(tumor_suppressor)	14397	658	12	6	2.6153618848223935e-07	{'MEOX2', 'MTUS2', 'TRAF2', 'UBE2I', 'TP53', 'RELA'}
ran752	neg	TTD	14397	464	16	3	0.0014237045906112628	{'TP53', 'CREBBP', 'AR'}
ran752	neg	uniprot(oncogene)	14397	1408	16	9	3.578994777661377e-07	{'REL', 'SMAD3', 'UBE2I', 'FHL2', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A'}
ran753	pos	TSgene	14397	878	18	5	0.0004975416651057058	{'KAT5', 'ESR1', 'CREBBP', 'TP53', 'CDKN1A'}
ran753	pos	uniprot(tumor_suppressor)	14397	658	18	9	1.1668297992347737e-09	{'MEOX2', 'MTUS2', 'KAT5', 'DAXX', 'TRAF2', 'UBE2I', 'ESR1', 'TP53', 'RELA'}
ran753	neg	TTD	14397	464	7	1	0.01954764354408272	{'TP53'}
ran753	neg	uniprot(oncogene)	14397	1408	7	4	0.00015761152277368043	{'SMAD3', 'TP53', 'CDKN1A', 'UBE2I'}
ran754	pos	TSgene	14397	878	7	3	0.0004144035848945416	{'TP53', 'CREBBP', 'CDKN1A'}
ran754	pos	uniprot(tumor_suppressor)	14397	658	7	3	0.00013549669282917595	{'UBE2I', 'MEOX2', 'TP53'}
ran754	neg	TTD	14397	464	14	3	0.0008241842032266667	{'TP53', 'ESR1', 'CREBBP'}
ran754	neg	uniprot(oncogene)	14397	1408	14	10	2.079709570000665e-09	{'REL', 'SMAD3', 'VIM', 'BRCA1', 'UBE2I', 'ESR1', 'CREBBP', 'TP53', 'CDKN1A', 'PIN1'}
ran755	pos	TSgene	14397	878	13	5	5.987966913825061e-05	{'PIAS1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran755	pos	uniprot(tumor_suppressor)	14397	658	13	5	1.1605035950199785e-05	{'MEOX2', 'PIAS1', 'UBE2I', 'TP53', 'RELA'}
ran755	neg	TTD	14397	464	8	2	0.0016503557686066664	{'TP53', 'CREBBP'}
ran755	neg	uniprot(oncogene)	14397	1408	8	5	2.038426529621829e-05	{'SMAD3', 'UBE2I', 'CREBBP', 'TP53', 'CDKN1A'}
ran756	pos	TSgene	14397	878	15	5	0.00015712312542694244	{'BRCA1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran756	pos	uniprot(tumor_suppressor)	14397	658	15	5	3.128538976451709e-05	{'MEOX2', 'MTUS2', 'BRCA1', 'UBE2I', 'TP53'}
ran756	neg	TTD	14397	464	18	3	0.00227446195616126	{'TP53', 'CREBBP', 'AR'}
ran756	neg	uniprot(oncogene)	14397	1408	18	11	7.762605285561804e-09	{'SMAD3', 'VIM', 'BRCA1', 'UBE2I', 'FHL2', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'RELA'}
ran757	pos	TSgene	14397	878	18	6	5.379141172521166e-05	{'VIM', 'BRCA1', 'ESR1', 'ZBTB16', 'TP53', 'CDKN1A'}
ran757	pos	uniprot(tumor_suppressor)	14397	658	18	6	8.256701422693472e-06	{'MEOX2', 'MTUS2', 'BRCA1', 'UBE2I', 'ESR1', 'TP53'}
ran757	neg	TTD	14397	464	12	3	0.0004290293305516408	{'TP53', 'CREBBP', 'AR'}
ran757	neg	uniprot(oncogene)	14397	1408	12	8	1.3370748245286992e-07	{'SMAD3', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'RELA'}
ran758	pos	TSgene	14397	878	12	4	0.00046048553772546166	{'TP53', 'ESR1', 'CREBBP', 'CDKN1A'}
ran758	pos	uniprot(tumor_suppressor)	14397	658	12	5	6.500080034812936e-06	{'MEOX2', 'UBE2I', 'ESR1', 'TP53', 'RELA'}
ran758	neg	TTD	14397	464	15	3	0.0010954580068114688	{'TP53', 'CREBBP', 'AR'}
ran758	neg	uniprot(oncogene)	14397	1408	15	8	2.313581737565603e-06	{'SMAD3', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'RELA'}
